Text;nbcaracteres;label
RUNNO DATE LOG > SSaESS55 3B 3C 03.12.91 30.12.91 31.12.91 31.12.91 31.12.91 31.12.91 01.01.92 01.01.92 07.01.92 07.01.92 DIL/LLS/GR DLL/MSEL/SDT/GR LDL/CNL/GR RFT/GR SHDT/GR RFT/GR CHECK-SHOT CST/GR CST/GR CST/GR INTERVAL HOLE SIZE (m brt Id) (inch) 0,0 - 3241.0 12 1/4" 3233.0 - 4525.5 8 1/2" 4050.0 - 4525.5 4193.5 - 4463.0 3800.0 - 4525.5 4226.2 1000.0 - 4375.0 3840.0 - 4110.0 4302.0 - 4515.0 3796.0 - 4191.0 MAX TEMP REMARKS (F°) 211 277 299 293 307 - Sampling 310 N/A Abandoned N/A Abandoned N/A Sampling Abandoned Abandoned < Qaaa8aa 3B 3C ;548;0
5. "PORE PRESSURE AND FORMATION INTEGRITY 5.1 Pore pressure detection were performed from 3698 m to 3725 m. De-exponent and Sonic log combined with the relative and equivalent depth metod were used to. calculate the pore pressure. The normal trend lines are established using RFT-measurement from the correlation wells. TABLE B-3 Depth Reported Pore press. Pore press. RFT Most prob. Mud pore press. from Dc-exp. from Sonic pore press. densit log used (m) (rd) (rd) (rd) (ra) (rd) (rd) 0-1450 1.03 , 1.03 1.03 1.03 1.101. 1500 — 1.10 . 1.24 1.38 1.31 1.21 1750 1.16 1.40 1.45 1.42 1.22 2100 1.26 1.42 1.27 1.42 1.46 2400 1.26 1.42 1.32 1.42 1.47 2800 1.36 1.42 1.38 1.42 1.47 3000 1.36 1.19 1.38 1.36 1.52 3650 1.36 1.36 1.36 1.52 3700 1.36 1.45 1.36 1.36 1.70 3720 1.36 1.45 1.45 1.45. 1.70 3740 , 1.45 1.45 1.70 Oo ue ee = ae ap Most prob. pore press. (rd) 1.03 1.31 1.42 1.42 1.42 1.42 1.36 1.36 1.36 1.45. 1.45 1.45 Pore press. from Dc-exp. (rd) 1.03 1.24 1.40 1.42 1.42 1.42 1.19 1.36 1.45 1.45 Mud density used (rd) L.10-1.21 1.21 1.22 1.46 1.47 1.47 1.52 1.52 1.70 1.70 1.70 1.63 Pore press. from Sonic log (rd) 1.03 1.38 1.45 1.27 1.32 1.38 1.38 1.36 1.45 (m) 0-1450 1500 1750 2100 2400 2800 3000 3650 3700 3720 3740 3918.5 (ra) 5053S 1.45 1.45 ;1253;0
IEL/AC CDL/CNL DLL/MLL DIPLOG MPT 2 runs COREGUN CBL/ VDL IEL/AC CDL/CNL DLL/MLL DIPLOG MFT COREGUN 3585-3982 2862-3982 3585-3982 2862-3982 4150-4301 3975-4301 3975-4301 3975=-4302 3965-4230 Holeproblems 10H 10E 10B 10B 10B 10B LOA 1125-28383 1125-2883 2840~3703 3212-3703 IEL/AC CDL/CNL TEL/AC CDL/CNL ;303;0
ENGINEERING REPORT Statistical Summary Well Summary Daily Activity Summary Rig Time Analysis Depth Versus Days Plot Casing, Cementing and . Schematic Anchor Pattern Bit Record Mud Record Pore Pressure Predicti Stratigraphy Itti) Table of Lithostratigraphic units IITii) Table of Paleontological Divisions TIlTiii) Stratigraphic summary Formation Evaluation > IVi) Hydrocarbon indications IVii) Log interpretation summary _ Objectives and Well history Essential well Well location GEOLOGICAL REPORT Plot and Abandonment Well ITi) 7744) WI fA mn on @ 0 muy ENCLOSURES ;566;0
Depth (feet) S971 5973 5980 5978 5990 6000 6020 6053 6057 6069 6073 SOT? 6093 69095 5500 os 5550 3260 2570 5580 5590 5600 5610 5620 5630 5640 5650 5670 5692 5697 5708 Se OS 12 S720 See 5724 37:30 2/90 5770 9785 5809 58109 Number 2 6 7. 8 9 10 Ld 12 LS 14 LS 16 17 18 2 3 «20 Dok 22 20 24 25 26 ai 28 29 a0 31 a2 a3 34 35 36 a7 38 39 AO 41 42 43 44 45 46 4’7 Recovery (inches) 1-374 2 2 1-3/ bl j= JZ Loi % 1/2 1/2 1-1/2 1-3/4 1-374 1-174 3/74 1-1 Number ;454;0
Sd, lse - v pr consol, beige-lt gy, slt ang-sb ang, w srtd occ vy pr consold w/ lam, (res. htdrocbn? lignite?) x1 por, | Description Sd, lse, beige-gy, slit tr, clr mic, v r pyr, ™ =, oom ™, , . Spe AN et “is RR aT ES ny mi ORE teens ee fh aE, ove OR 3S x ae a 8: we a up g 3 —§ ra . oo MS ey ang a srtd,. ang-sb . ang, ak lams, x1 por, Ss, beige - prly consol, xl por. Ss, beige - prly consol, x1 por. MOBIL WELL sare 3 srtd, ang ~ sb f br-bk lams, . vy f, w srtd, s bl mica(?), - 1t gy, slt consol sort, ;506;0
F 10-3/ 4-68 ror 4 ) y= VITESSE {m/H) TEMPS (H) AO, oO 5 - — oW i 9 | | a v) ME TRAGE (m) ROTATION (1/ mn.) POIDS (T) aac =— 27 a saad QC PERFORMANCES DES OUTILS DE FORAGE ET CAROT TAGE TYPE DE L'OUTIL PAGE 3 . : . : y 1 ‘ OF os BF AY Rare > Se ' ue He ats way Stak Ey spe Bye: cs : Po PD ier gE Bs SR ee dO: thts wet a eres feos am se See pete eat : % a a sect sa y Si “ - = an pe a wees 182 on J ae - oe i a a “i x a at a ana se eee dl ote shee cw Be * : . aoe i : wit shh :, “ s - “% dose a3 é ede A ar CAs ted Sab ated Sagal? O- et paa me : tal id iy eal aa tiratoaypatar ix iia vi 2 Bt heey 4 ori ee: Be inane sake aes oan 522i dbp: Ania! ST sats tas Se as spex sets Sah iiss r siadiaaiceg ae Sra Ty fee ont i. vere He. PAS toa Bixee Pee seen 2 of wa ss ae sfoee " ‘ Ce vo ek sat tere sabad thet erat 4, NS: Be ie Ps. "5, Sy co se wits aloe eS BRM Sees eeu Pye) She ‘ pO Pl ee Bat . wots Si’ Wit SF 5 : . > ee - 28 - f * = oe tore TEs eta _— . ~~ oe Se eee = he ory ee nel pene Sai o aw ee tO f+.% + Teets pripe eae oe a ae eet see's tf wet Rh thst Rg a CEL Reser: : 7 2 < sea era = aa s oe a 5 . ‘ ‘ - UN Oe aan 4 he a ae zi sontan7k | Paso sest a! |b whe Bote & Sitees 1 se eRe agade ie (Pasa Wobieh SUP RON fist a8: sb ad oD Mies gy oe te t- ees tai Pant cee, moa ita tala ststenegte ©) eh: ea SDN I Sie eS ro eany | S05 22°F) PPR REI Pate ey: Mgt ee at eS Woe Be es ete Bet oe : sie pn — NE encsccererllcons Be eee Mcenicites TYPE DE L’OUTIL ;1451;0
DIS/BHC/GR Incomplete DIS/BHC/GR DIS/BHC/GR BGL/GR VSP DIS/GR LDL/CNL/GR CBL/VDL/GR DIS/BHC/GR RFT/GR DIS/BHC/GR DELTA-T DITE-SDTA/GR NGS EPL/PCD LDL/CNL/GR RFT(HP gauge) RFT(HP gauge) RFT(HP gauge) RFT(HP gauge) 900. 2250. 2250. 2240. 3427. 3487. 2248. 3485. 3543. 3613. 3847. 4432. 4433. 4433. 4433. 3861. 3821. 3697. 3610. °o ooo own on Oo ooooo 756.0 756.0 756.0 800.0 2251.5 2251.0 1246.0 2251.5 Tool stuck at 3812m, and 4199m. Technical failure at 3530 m Technical failure at 3554 m Up. camber not opened (seal failure) 11.80 7.75 12.50 19.00 11.50 18.75 24.00 13.75 10.00 41.0 51.0 52.0 52.0 104.0 109.0 109.0 104.0 120.0 iy w wo oO o oooo°o _ rm rm wore Terminated at 900 m due to bad hole cond. Tool power problem at 1549 m DEPTH(m) BHT°C btm - top measured 758.0 - 156.0 30.0 29/3-1 ELECTRICAL LOGS RUNS (A) ;818;0
Engineering Data 3.4.1. Anchor Pattern 3.4.2. Bit Hydraulic Well Data 3.4.3. Cement and Casing Details 3.4.4. Mud Recap Highlights of Drilling Intervals Pertinent Information Daily Activity Report Time Analysis ENGINEERING DRILLING Page 29 END ;244;0
nn DEPTH FT/ . DAY: / RATE PROGRESS PAILY ACTIVITY SUMMARY | | | 21/duly 1 77 5098/0 “Ran stack. Drilling plug and Reaming hole to 4631'. Attempted to run side scan sonar under rig. ~ Sonar didn't work. Divers took video of sea bed under rig. Rig released to Mobil O11 at 20:30 hours July 22, 1977. c Finished logging. Set 300 sack class G plug from 6700° - 7074". Set 400 sack class G plug from 4785" =- 5180'. | Cemented 13 3/8" casing. Tested formation which leaked off at 14.00 PPG. Drilled to 5151'. Ran stack. Drill hole to 4631'°. Reamed to 5090". Pulled riser 20" and 30" wellhead and and stack. Cut casing at 489' casing. , 4757'-4962' 1525'-1730' 545" -750'. class class class 13 3/8", Pulled ;703;0
* Core number | Piece Number Cored depth (mBRT) 5115.22-5115.40 5117.14-5117.31 5117.99-5118.13 5119.11-5119.20 5120.36-5120.45 5122.10-5122.21 5123.54-5123.70 5124 .52~-5124.69 5126.36-5126.41 5149 .02-5149.24 5151.25-5151.49 5152.78-5153.10 5156.58-5156.75 5159.57-5159.79 5162.24-5162.46 5163.45-5163.54 se Drillers depth Av. Core Av. Horizontal Permeabilities Av. Vertical Permeabilities Porosity (Z) Rorith K com Karn Korith Ka com ee 5115.22-5115.40 5117.14-5117.31 5117.99-5118.13 5119.11-5119.20 5120.36-5120.45 5122.10-5122.21 5123.54-5123.70 5124 .52~-5124.69 5126.36-5126.41 5149 .02-5149.24 5151.25-5151.49 5152.78-5153.10 5156.58-5156.75 5159.57-5159.79 5162.24-5162.46 5163.45-5163.54 “I U1 & WH bo pf All permeabilities are Klinkenberg corrected. No overburden correction has been applied. Core 1, 2, 3 and 4 all included. 5149 .02-5149.24 5151.25-5151.49 5152.78-5153.10 5156.58-5156.75 5159.57-5159.79 5162.24-5162.46 5163.45-5163.54 Av. Vertical Permeabilities (mD) TABLE 2.4: SUMMARY OF WELL 2/1-7 CORE DATA TABLE 2.3: PRESERVED SECTIONS OF CORE ;1065;0
Conoco Norway Inc. Statoil Norsk Hydro A/S Hudbay Oil International at 678' at 1652' 3/8"at 5009! Classification: 12,432 12.264 STATISTICAL Exploration Abandoned. Accepted: Location: Partners: ;193;0
Weekly Drilling Reports. Bit and Hydraulic Data Sheets, Casing and Cementing Data. Mud Data and Chemical Consumption. Summary of Schlumberger Surveys plus Note plus Relative Log Positions in Hydrocarbon Indications whilst Drilling. Production Test Time Breakdown. Total Time Breakdown Time Depth Curve. Well Status Diagram. Condensed Well Tabulations, Core Descriptions. Core No. ! (Original Hole) 102 B Core No. 2 (Second Hole) 10: C Core No. 3 (Second Hole) 104 D Core No. 4 (Second Hole) 1 04 E Core No. 5 (Second Hole) 105 F Core No. 6 (Second Hole) , 1 0€ G Core No. 7 (Second Hole) 107 H Core No. 8 (Second Hole) 10° I Core No. 9 (Second Hole) ‘ 108 J Core No.10 (Third Hole) 102 K Core No.11 (Third Hole) 10: Results of Core Analysis plus Relative Positions of Cores in the Three Holes Reservoir Engineering Note No. 4/12 10307! 10435: 10495: 10581! 10665! 10709: 10793! 10883! 10968: 10336! 10380! 10247 10375 10435 10495 10581 10665 10709 10793 10883 10290 10336 pages pages page page page page pages pages PART D. List of Appendice 8. rt r= xa A Petrophysical the three holes pages pages pages pages CONFIDENTIAL. Wm OO —t — am ffi 40 ;1145;0
4.5 WIRELINE AND MWD LOGS WELL 34/7-17 "TREASURE SAGA" RKB=26m Casing Record Hole Size mRKB mRKB MD 36" TO 390 Logged Interval mAKB MD 30° TO 371 9 7/8" PILOT HOLE, 26" REAM TO 895 17 1/2" TO 1969 oe ae 948.0 1873. 0-1914.0 13 3/8" TO 1955 12 1/4" TO 3115 Ow @ Do Qo ee =a woo oo 1953. 8- 3119.0 780.0-1942.0 2462.0-3074.0 159 INTERVALS 69 REC. 34/7-17A Calbing Aecord Hole Size mRKB mRKB MD 12 1/4" TO TD 95/8" TO 2633 Logged Interval oaRKB MD 1953.8-2647.0 1953.8-2650.8 1953.8-2651.1 2495.5-2614.0 MWD(GR,RES, DIR) DIL-LSS-LDL-GR-SP CST RFT-GR MWD (GR,RES, DIR) DITE-MSFL-LDL-CNL-GR DSI-GR SHDT-GR (DIPMETER) CBL-VDL-GR 12.03.91 12.03.91 13.03.91 03.04.91 Type of Log ren MWD (GR,RES,DIR) DITE-MSFL-SDT-GR-SP! 1A 18.04.91 LDL-CNL-GR 18.04.91 18.04.91 19.09.91 34/7-17 & 17A Type of Log MWD (GR,RES, DIR) MWD (GR,RES, DIR) 879.5-1948.0 27 REC. 1879.0-1914.0 1953.8-3116.0 1953.8-3113.0 1953,8-3119.0 780.0-1942.0 2462.0-3074.0 159 INTERVALS 69 REC. Logged Interval oaRKB MD 1953.8-2647.0 1953.8-2650.8 1953.8-2651.1 2495.5-2614.0 —__t_____] 10.07.91 EUOARN RHK TD 2650 (2558 TVD) 13 3/8" TO 1955 ;1098;0
 Total circ. time at meas. point Average recorded temp. Run No. a al a a Pe DITE-MSFL-LDL-CNL-GR sonst Jam [ams | 8.08 DSI-GR oat Jan from 17.50 | 2.75 =F PPE rT SHDT-GR (DIPMETER) 04.04.91 DITE-MSFL-SDT-GR-SP* 18.04.91 2620/ 8.33 | 2.58 2535.5 LDL-CNL-GR* 18.04.91 2639/ 12.00 | 2.58 2550 SHDT-GR* 18.04.91 2640/ 18.75 | 2.58 (DIPMETER) 2550.5 RFT-GR* 19.04.91 2614/ {2531 | *34/7-17A Temperature Data, wells 34/7-17 and 17A* GR* R) R (DIPMETER) J:\EU\WP\U 12480\F WR\34717.RAP ;479;0
1 1 2 2 ee Pee ww 365-816 365-818 805-1626 805-1628 1622-1816 1622-1817 1622-1813 1622-1815 1 133/8" CSG 2 Pretests (16) and segregated sample at 1664.5m 1 2 2 95/8" CSG 1 95/8" CSG 11.07. 11.07. 23.07. 23.07. 23.07. 30.07. 30.07. 30.07. 30.07. 30.07. 31.07. 31.07. 01.08. 05.08. 05.08. 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 Rec.26 Tool failed Rec.60 Logging Operations in well 6407/9-4 BIT LOG TYPE RUN INTERVAL SIZE NO. LOGGED INCHES M BDF ISF/LSS/GR LDL/CNL/GR ISF/LSS/GR LDL/CNL/GR SWS ISF/LSS/GR LDL/CNL/NGS MSFL/DLL/GR SHDT RFT CBL RFT VSP SWS CBL/VDL CET/GR 365-816 365-818 805-1626 805-1628 1622-1816 1622-1817 1622-1813 1622-1815 Logging contractor: DEPTH DRILLING M BDF NSEP 86-1/11/g@ Schlumberger DEPTH CASING M BDF ;735;0
Results of the well The well 15/8-1 proved gas and condensate in sandstone of Middle Jurassic age. The gas/water contact is indicated | 3698 m KB from the Formation Multi Tester. The well was production tested at four intervals (See summary of reservoir evaluation). 4. Well history: Well data record: a) Well designation: b) Well classification: c) Well location: 1) Country: ii) Licence: iii) Latitude: Longitude: iv) Seismic location: Purpose of the well The well was designed to test possible hydrocarbon accumulation in the sandstones of Middle Jurassic age. Norway, North | PL 046 58° 21' 48.10" 01° 34' 22.31" Shotpoint no. Line no. 609 - 112 m July 17, 1981 January 9, 1982 Plugged and abandoned Spud date: Rig released: Status: Water dep data Rig name RKB=-MSL: 15/8-1 Wildcat INFORMATION v) Rig i) i) ;811;0
Stratigraphy Core interval (driller's de Average Core Recovery Helium porosity, arthimetic Average Horizontal air permeability SA SMR Sas 3237 .02-76 3238 .00-96 3239 .3-78 3240 .00-79 3241 .2-66 3242 .00-97 3243 .4-82 3244 .1-85 air permeability, mi maximum value arithmetic average geometric average air permeability, maximum value arithmetic average geometric average Summary of Results Core No. | Lower Cretaceous 3227 .65-3245.1 99.4% 16 16.9 155] 12.8 18.1] 16.7 13.4 15.3 Permeability (Horizontal | Porosity (Hel ium?) ;526;0
The primary target of well 35/3-5 was sandstones of Lower Cretaceous age which have been found hydrocarbon bearing in the 35/3-2 and 4 wells. The correlation between sandbodies have proved uncertain in the area due to complicated tectonic and sedimentological pattern. For that reason the well was considered as a wildcat. A secondary target was sandstones of Middle-Lower Jurassic age, which previously have been found to be hydrocarbon bearing (35/3-2), but with very poor reservoir characteristics. One set of canned samples was collected at 20 m composite interval from 410-1400 mRKB, at 10 m composite interval from 1400 mRKB to 2800 mRKB, and 9 m intervals from 2800 mRKB to T.D. Saga NPD Statoil Robertson Research (t Robertson Research Reserved paleo/palyno returns m intervals m intervals m intervals (sea bed) - 1400 m RKB 2800 m RKB 4110 m RKB 294.5 410 m 1400 m 2800 m Purpose of test Rock sampling mRKB RKB RKB RKB ;928;0
Summary Log_ Conventional Core Description Formation Pressure Evaluation Composite Well Log’ ) Seismic section: SG 8130-413 Pertinent Information Highlights of Drilling Time Analysis Engineering. Data Daily Activity Report Key Data Summary Stratigraphy - Sample Analyses Formation Evaluation Well Velocity Survey GEOLOGY/GEOPHYSICS/PETROPHYSICS bali Livwitoxe ewes 2.4. bands Diels Sed. 3.4. 3.5. ENGINEERING ENCLOSURES ;420;0
LOGGING Wireline logs The following table is a summary of wireline logs run in the well 2/12-2S, and shows the dates, logged intervals and run numbers of each log. LOGGED INTERVAL DIL/LSS/GR/SP ¥23.02.90 744.5 - 177 mRKB DIL/SDT/GR/SP 04.06.90 3544 - 2602 mRKB DIL/SDT/GR/SP 16-17.06.90 4311 - 3428 mRKB DIL/SDT/GR/SP 16.07.90 5016 - 4306 mRKB . DIL/SDT/GR/SP 18.08.90 5504 - 5013.5 mRKB DIL/SDT/GR/SP 27.08.90 5764 - 5325 mRKB LDL/CNL/GR/AMS 04.06.90 3410 - 2602 mRKB LDL/GR/AMS 16-17.06.90 4288 - 3428 mRKB LDL/CNL/GR/AMS 16.07.90 4996 - 4306 mRKB LDL/CNL/GR/AMS 18.08.90 5484 - 5013.5 mRKB LDL/CNL/NGL/AMS 27.08.90 5764 - 5325 mRKB 16-17.07.90 18.08.90 27-28.08.90 5017 - 4306 mRKB 5503 - 5013.5 mRKB 5765 - 5447 mRKB FMS4/AMS FMS4/AMS FMS4/AMS 07-08.06.90 4180 - 3780 mRKB 08.06.90 2600 - 1000 mRKB 19.08.90 5490 - 1800 mRKB 30.08.09 5700 - 5490 mRKB 17.07.90 5010 - 4805 mRKB 31.08.90 5683 - 5408 mRKB 31.08-01.09.90 5392 - 5017 mRKB 01.09.90 5527 - 5022 mRKB 01.09.90 5527 - 5483 mRKB 28.08.90 5592 - 5505 mRKB 03.04.90 2650 -— 900 mRKB 28.06.90 4240 - 2370 mRKB 24.04.90 2717 - 2400 mRKB 17.07.90 4290 - 3500 mRKB 28.08.90 4993 - 4095 mRKB ¥03.04.90 2650 - 100 mRKB 17.06.90 1300 - 100 mRKB 29.06.90 4258 - 100 mRKB 17-18.08.90 4153 100 mRKB Table 4 : Wireline Logs -— 35 449° 39 amv g@mugq gmvuan a @maaqmouqmoa oro erm 0ODDDH DB NINMO|ANININT aAnvabs ganvuan aAYMNOoraO TINWMeA DIL/SDT/GR/sr DIL/SDT/GR/SP DIL/SDT/GR/SE DIL/SDT/GR/SE DIL/SDT/GR/SE 2/12-28 LDL/CNL/GR/AMS LDL/CNL/GR/AMS LDL/CNL/NGL/AY mRKB MRKB MRKB mRKB mRKE mRKE mRKE CBL CBL CBL MFC MFC MFC MFC ;1573;0
Ma brn, qtzose, 10% arg matrix i/p, m Cg, <, peSe, md hd, si w/sec arg cnt, int gran @. Tr. com interstit, carb Banded SS, grading CG-FG, inclined parallel continuous lamina, occ carb shale lamina, slly micro mica, cross bedding vis (10~-20 cm). Wht-clr, qtzose, m-cg, cg base, fr, ps, hd, si w/sec ca cmt, G int gran @, vis cg to m-fg, bands, inclined parallel Lamina, tr ca x'tals. Buff, qtz, mg, a-r, mws, si cmt, int gran %, minor carb stringers parallel discont lamina. Bttm 5 to CG w/ occ qtz nods. Lt brn—buff, qtzo si w/sec arg, cmt Interstit carb ma carb lamina thru uneven, parallel, fg, a-r, mws, mda. G, int gran @. rc xin pyrite. discontinuous, arg mat thru out. calc, micro mica, bioturbation? interstit coal, qtzose, fg, emt, F-=-G, ‘Db mat, tr x nr out, ai lel, 2% arg vy carb near load casts, md hd, G vis, cm grade ;833;0
eh € = Coordinates : 61° 47' 46,71" 1s 03° 54° 44,01" The exploratory well approximately 50 km Seismic Line Water Depth Rig RKB=-MSL Line SG 8130. 261.5 m West Venture 33 m Location C Latitude : Longitude: ;206;0
0 - 800 1000 1200 1338 1400 1600 1800 2000 2200 2400 2600 2800 3000 3200 3400 3600 3800 4070 1.04 1.04 1.14 1.14 1.16 1.16 1.16 1.03 1.04 1.04 1.04 1.04 1.04 1.05 1.04 1.04 1.04 1.04 1.03 1 .06 1.15 1.18 1.14 1.03 1.03 1.03 1.03 1.03 1.03 1.03 1.03 1.03 1.03 1.03 1.03 1.03 1.06 1.18 1.20 1.31 1.31 1.31 1.32 1.10 1.10 1.10 1.10 1.10 1.10 1.10 1.11 1.10 1.11 1.10 1.12 1.16 1.25 1.18 1.03 1.03 1.03 1.03 1.17 1.03 1.03 1.03 1.03 1.03 1.03 1.03 1.03 TABLE B - 3 PORE PRESSURE GRADIENT Pore press. from sonic log (r.d) Mud densities used (r.a) Most prob. pore press. (r.da) Reported pore press. (r.d) ;599;0
Lt brn, gtzose, m-vfg, A-r, pes, md hd, si cmt, F-G int gran $, abund LOS at _ top and fades near base. Occ carb /carb shale, stringers parallel, even, discontinuous, becoming sliy more arg at base, graded bedding. Lt brn, lt gysh, brn, qtzose, 10-20% arg, matrix, f-vfg, a-r, p-s-, tr interstit carb mat. md hd, si w/tr arg cmt, G-F int gran @.- Lt gysh brn shows concent. Carb mMat., curved parallel uneven lamina. Cross bedding oce i/p w/SS A/XXVI, wht buff - com abund interstit coal in cross bedded areas. Pred inclined parallel cont lamina in carb/carb shale. Tr LOS* thru out section. Ma-1lt brn, 70% gqtz, 30% arg mat, vf mws, a-r, fri. md hd, si w/arg cmt, int gran %, micro mica, i/p, occas. lamina carb mat, parallel even, @iscontinuous (1-4 mm). Black, shiny, pyritic (xin) DBK/mt 15/12/81 brittle, i/p. vf-fg, it, G-F 3697.36 As/XXVI ;847;0
Well Test on Well 1/6-3 Maastrichtian Zone 27/6/74 - 28/7/74 Well Test on Well 1/6-3 Danian Zone 5/8/74 - 31/8/74 Albuskjell 1/6-3 Maastrichtian Zone Charts. List of Enclosures, ss Section - 1/6-3: 1/6-1 erens EP/1} List of References. Proposal 1/6-0 ~ Albuskjell Field Composite by G. C. Severijn Schematic Cross Section by C. Louwerens Albuskjell 1/6-3 Maastrichtian Zone CONFIDENTIAL. Log Correlation EP/22 Fluid Study 2, 5 and 6, Reservoir Penods l, ;454;0
2.01 Chronostratigraphy. No age determination has been carried out on samples from sea bottom to 8070', and thus this part of the Quaternary - Tertiary sequence has not been subdivided. Age determinations on samples from the corresponding interval in well 1/6-1 are presently being carried out and will be issued as a report. Correlation should then be possible between this well and well 1/6-3, The stratigraphic subdivision outlined below is based on micropalzeontology for the Tertiary interval down to the Paleocene/Danian boundary, and calcareous nannoplankton for the Danian and Cretaceous. The latter will be the subject of a separate report. (Report EP-46109). interval (depth b,d. f. ) Age 339' - 8070! Samples not examined 8070' - 8340' Tertiary Upper Eocene PT 27/29 zones. 8400' - 9480! Lower Eocene PT 22/24 zones. 9540' - 9570! Lower Eocene PT 21 zone, 9570' - 10209! Paleocene PT 11/15/19 10209' - 10593' Danian <a 10593' - 10968! Upper Maastrichtian Cretaceous » Interval (depth b,d. f. 339' - 8070! 8070' - 8340' 8400' - 9480! 9540' - 9570! 9570' - 10209! 10209' ~ 10593! examined e PT 27/29 zones. 1e PT 22/24 zones. 1e PT Zi zone, PT 11/15/19 zones. B. 2. Geology. CONFIDENTIAL. Tertiary ;1207;0
Stratigraphic well correlation of Tertiary and Upper Cretaceous in wells 35/3-3 & 4 and 35/3-5, Maloy Area, Norway Sedimentological and Petrophysical study of Aptian and Albian in the Agat Field, Norwegian North Sea. Vol 1-3 Geology and well correlation Jurassic and Pre-dJurassic in the Maloy Area, Norway Dipmeter interpretation of Lower Cretaceous Reservoir NOCS Block 35/3 Paleo-correlation Lower B0/3"ly 25 45 by 36/142 Biostratigraphy of t 900 m - 4114 m (TD), TITLE Conventional for 35/3-5 The following | distributed to Special Analysis reports are } partners. ;569;0
Med brn, qtzose, 10% arg, 10% carb m~-vig, p.s., a-r, md-hd, si w/ sec emt, Gint gran %, carb lamina (< 2 lenticular wavy cross bedding,load lamina of c-mg, thru out. lt gysh brn, qtzose, arg matrix, 10% interstit carb mat, f-vfg, a-r, mws, md hd, si w/sec arg cmt, G int gran @, micro mica, tr pyr, even parellel lamina, grad to cong. Nn, qtzose, c-mg, w/m-fg, p. ly P-S- Si w/sec, arg cmt, G Zz nods, minor coal lam, curved non parallel lamina. brn, 30% pebble E cmt, Rr, pe Se. ., G int gran @, _» Micro mica. md hd, si w/sec abund interstit : Lt brn-buff, q’ hd, si w/sec, . interstit carb Butt<-Lt b A-r, md h gran %, q styolite, Intbd'd SS & Shaly Ss SS: A/II Shly SS: lamina m-vig, D»Se, -, G int gram ;709;0
GEOLOGY AND GEOPHYSICS Regional Setting Objectives Sampling 4.31 Routine samples 4.3.2 Conventional cores 4.3.3 Sidewall cores Special Studies Wireline Logs Well Velocity Survey Sonic logs -6.1 -6.2 Synthetic Seismogram «603 Vertical Seismic Profile ( rhe Formation Temperature Formation Pressure Stratigraphy Biostratigraphic Summary Lithostratigraphic Summary Pleistocene Pliocene Miocene Oligocene Eocene Palaeocene Late Cretaceous 0 Jurassic wwowwuowwwwwmwrsy eee PAP PL PS Pp oe © we FPUODMDIHNNOPWNH ee © 8 ew ew ee 4.10 Stratigraphic History FORMATION EVALUATION Hydrocarbon Indicators Core Analysis Log Evaluation RFT Pressure Measurement DST Fluid Analysis 97 99 102 102 104 108 109 110 121 124 125 Page No. 83 85 87 ee Analysis ;738;0
Diestian - Middle Miocene 264 - 544 m (th. 280 ) ® Clay, soft, light-greenish grey, silty-sandy and micaceous, with lignite flakes is the main lithology of this unit. Some thin shaly sands occur towards the base of this unit they are very fine to medium grained and very glauconitic (442/444 m - 502/507 m and 541/544 m). Numerous glauconite pellets occur at the top of this unit and some red brown, sideritic, limestone stringers ure present above 650 m. These clays are dated Oligocene by their mannoflora content and are analogouc to the Cilleborg and Septarien clays of Denmark. Recent - Scaldisian 132 - 264 m (th 132). Sand and gravels with some light-grey very soft interbeds,and thick-shelled pelecypool debris. As the first returns were obtained at 445 m the lithologies to this depth are inferred from the Gamma-Ray curve and bit samples. 826 _-_984_m In this zone the clays are becoming more grey and admit more stringers of brown to buff sideritic micrites. Zt _=_826_m This interval consists type clays originating bridges. Recent - Tertiary 132 - 1.161 m (th. 1.029 m) Brown clays group 544 - 981 m (th. 437 m). STRATIGRAPHY very soft wash-outs ;1159;0
Drilled 26" hole from 420 m to 1046 m using a 17 1/2" bit and 26" underreamer. Drilled with mud. Landed and cemented 20" casing at 1032 m. Ran 18 3/4" BOP-stack and 21" riser. Drilled 5 m of new hole and tested formation. to 12,4 ppg. equivalent mud weight. Drilled and cored 8 1/2" hole from 3415 m to 4110 m and ran different logs. Plugged back at 9 5/8" casing shoe. Perforated and squeezed cement around 13 3/8" casing shoe. Plugged well near seabed and final abandoned well. Spudded well at 23.30 hrs. December 22. 1981. Drilled to 420 m using 26" bit and 36" hole opener. Drilled with seawater, and displaced with high viscous mud. Landed and cemented 30" casing at 410 m. Drilled and cored 12 1/4" hole from 2052 3425 m and logged. Landed and cemented 9 casing at 3406 m. Drilled to 3423 m and | leak off test. Eq. mudweight: 14,5 ppg. of the drilling activities >» detailed information, see Drilled 17 1/2" logged. Landed . m. Tested BOP. | weight. ' hole from 10461 and cemented 13 - Tested formation Highlights of drilling intervals. The following is interval in well Report. for each hole Daily Activity ;1115;0
